,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,STATE,ZIP,COUNTY,CITY,STR_NAME,LATITUDE,LONGITUDE
4087,Get Listed Get Sold NYC,Multi-family home for sale,1499000,6,4,3450,"91 Alter Ave, Staten Island, NY 10304, USA",New York,10304,Richmond County,Staten Island,Alter Ave,40.5922552,-74.0972237
4088,R New York,Condo for sale,2649000,3,3,1699,"330 E 38th St APT 41F, New York, NY 10016, USA",New York,10016,New York County,New York,38th St,40.7463283,-73.972718
4089,Community Home Sales Inc,Condo for sale,385000,2,1,919,"12205 Flatlands Ave #3h, Brooklyn, NY 11207, USA",New York,11207,Kings County,Brooklyn,Flatlands Ave,40.6543591,-73.8837899
4090,COMPASS,Co-op for sale,695000,1,1,2184,"205 W 54th St #5b, New York, NY 10019, USA",New York,10019,New York County,New York,54th St,40.7640805,-73.9818551
4091,"Erealty Advisors, Inc",Multi-family home for sale,1799000,7,2,4140,"1746 Anthony Ave, Bronx, NY 10457, USA",New York,10457,Bronx County,Bronx,Anthony Ave,40.8451935,-73.9036716
4092,"Nest Seekers International, Midtown",Condo for sale,585000,3,2,2184,"45-30 Pearson St, Long Island City, NY 11101, USA",New York,11101,Queens County,Long Island City,Pearson St,40.7453084,-73.9445819
4093,Ldm Real Estate Llc,Pending,1688000,4,3,2880,"13-07 157th St, Flushing, NY 11357, USA",New York,11357,Queens County,Whitestone,157th St,40.7897224,-73.8045254
4094,KELLER WILLIAMS REALTY LANDMARK II,Condo for sale,359999,3,2,2184,"753B St Ann's Ave #52B, Bronx, NY 10456, USA",New York,10456,Bronx County,Bronx,753B Ave,40.8203804,-73.9109368
4095,Gibbs Yvonne,Co-op for sale,179000,1,1,600,"2913 Foster Ave #2f, Brooklyn, NY 11210, USA",New York,11210,Kings County,Brooklyn,Foster Ave,40.6387293,-73.9490472
4096,KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,2184,"21-16 35th St #1b, Astoria, NY 11105, USA",New York,11105,Queens County,Astoria,35th St,40.7763731,-73.9073075
4097,COMPASS,Condo for sale,2100000,3,3,1638,"231-235 E 55th St # 43b, New York, NY 10022, USA",New York,10022,New York County,New York,55th St,40.7585686,-73.9669708
4098,Motivated Access Realty Corp.,Townhouse for sale,615000,3,2,1664,"3217 Radcliff Ave, Bronx, NY 10469, USA",New York,10469,Bronx County,Bronx,Radcliff Ave,40.872068,-73.8605942
4099,Dreamlife Realty New York Llc,Co-op for sale,323000,1,1,800,"2400 E 3rd St Apt 228, Brooklyn, NY 11223, USA",New York,11223,Kings County,Brooklyn,3rd St,40.5911414,-73.9676771
4100,Douglas Elliman - Long Island City,Condo for sale,880000,1,1,713,"44-15 Purves St, Long Island City, NY 11101, USA",New York,11101,Queens County,Long Island City,Purves St,40.747145,-73.9408974
4101,BERKSHIRE HATHAWAY,Land for sale,675000,3,2,2184,"34 Brighton 4th Walk, Brooklyn, NY 11235, USA",New York,11235,Kings County,Brooklyn,Brighton Walk,40.5802632,-73.9638613
4102,Corcoran Chelsea/Flatiron,Condo for sale,1500000,2,2,1334,"50 W 127th St, New York, NY 10027, USA",New York,10027,New York County,New York,127th St,40.8084181,-73.9433027
4103,Corcoran West Side,Co-op for sale,425000,3,1,2184,"150 E 61st St #5k, New York, NY 10065, USA",New York,10065,New York County,New York,61st St,40.7631119,-73.9668867
4104,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2175000,4,4,2184,"132 E 35th St #16h, New York, NY 10016, USA",New York,10016,New York County,New York,35th St,40.7468058,-73.9797483
4105,"Silversons Realty, LLC",Co-op for sale,1296000,2,2,1200,"515 E 79th St #6a, New York, NY 10075, USA",New York,10075,New York County,New York,79th St,40.7709564,-73.9487946
4106,Douglas Elliman  -111 Fifth Ave,Co-op for sale,3395000,4,3,3111,"129 W 70th St Apt 1a, New York, NY 10023, USA",New York,10023,New York County,New York,70th St,40.7763812,-73.9800135
4107,Bergen Basin Realty Llc,Co-op for sale,450000,2,1,1100,"2675 Ocean Ave #3b, Brooklyn, NY 11229, USA",New York,11229,Kings County,Brooklyn,Ocean Ave,40.595967,-73.9504018
4108,ROCKAWAY PROPERTIES,Condo for sale,649000,3,2,1770,"10306 Rockaway Beach Blvd #3c, Rockaway Park, NY 11694, USA",New York,11694,Queens County,Rockaway Park,Rockaway Blvd,40.5838274,-73.8243138
4109,Douglas Elliman - 140 Franklin,Pending,1295000,2,2,2000,"130 W 26th St Apt 3, New York, NY 10001, USA",New York,10001,New York County,New York,26th St,40.7450475,-73.9923569
4110,Corcoran SoHo,Pending,1775000,2,2,2184,"21 Monroe Pl #3f, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Monroe Pl,40.6965907,-73.9926789
4111,Amerihomes Realty Of Ny Inc,Co-op for sale,265000,2,1,900,"2461 E 29th St #3f, Brooklyn, NY 11235, USA",New York,11235,Kings County,Brooklyn,29th St,40.5920038,-73.9410354
4112,Douglas Elliman - 575 Madison Ave,Condo for sale,3595000,2,2,2184,"15 W 61st St #22b, New York, NY 10023, USA",New York,10023,New York County,New York,61st St,40.7701937,-73.9829177
4113,Olam Realty Group,Pending,769000,2,2,2184,"102-42 63rd Ave, Forest Hills, NY 11375, USA",New York,11375,Queens County,Forest Hills,63rd Ave,40.7339071,-73.8535727
4114,Pantiga Group Inc.,Multi-family home for sale,1350000,9,3,3318,"307 E 162nd St, Bronx, NY 10451, USA",New York,10451,Bronx County,Bronx,162nd St,40.8262094,-73.9164423
4115,First Class Realty Enterprises,Multi-family home for sale,797777,4,2,2184,"11763 140th St, Jamaica, NY 11436, USA",New York,11436,Queens County,Jamaica,140th St,40.6764388,-73.8008604
4116,COMPASS,Pending,4650000,6,2,4734,"168 Lafayette Ave, Brooklyn, NY 11238, USA",New York,11238,Kings County,Brooklyn,Lafayette Ave,40.6875443,-73.9701737
4117,Douglas Elliman - Franklin Square,Pending,680000,4,2,1536,"135-30 94th St, Jamaica, NY 11417, USA",New York,11417,Queens County,Ozone Park,94th St,40.6729488,-73.8425151
4118,Pin It Realty Llc,House for sale,549000,4,2,2184,"10-18 Beach 22nd St, Far Rockaway, NY 11691, USA",New York,11691,Queens County,Far Rockaway,22nd St,40.6027057,-73.7548417
4119,Sotheby's International Realty - East Side Manhattan Brokerage,Pending,13650000,5,2,2184,"164 E 70th St, New York, NY 10021, USA",New York,10021,New York County,New York,70th St,40.7686449,-73.9625686
4120,REO FIRST CHOICE REALTY LLC,House for sale,749000,3,2,1400,"4593 Kings Hwy, Brooklyn, NY 11234, USA",New York,11234,Kings County,Brooklyn,Kings Hwy,40.6306818,-73.9325033
4121,RE MAX Real Estate Professionals,Co-op for sale,398000,3,1,900,"1953 65th St #3a, Brooklyn, NY 11204, USA",New York,11204,Kings County,Brooklyn,65th St,40.617177,-73.986447
4122,EXP Realty,Condo for sale,680000,2,2,847,"90-20 55th Ave #4a, Elmhurst, NY 11373, USA",New York,11373,Queens County,Elmhurst,55th Ave,40.7367106,-73.8722089
4123,COMPASS,Co-op for sale,499000,2,1,2184,"3447 82nd St Apt 1, Jackson Heights, NY 11372, USA",New York,11372,Queens County,Jackson Heights,82nd St,40.7537299,-73.88503
4124,Dwell Residential,Townhouse for sale,2250000,4,2,1360,"571 17th St, Brooklyn, NY 11218, USA",New York,11218,Kings County,Brooklyn,17th St,40.6568189,-73.9795706
4125,COMPASS,Pending,550000,3,2,1520,"9 Zoe St, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Zoe St,40.5878221,-74.097086
4126,COMPASS,Townhouse for sale,4995000,6,2,7868,"325 E 14th St, New York, NY 10003, USA",New York,10003,New York County,New York,14th St,40.7320958,-73.9837146
4127,Corcoran Park Slope,Pending,2650000,5,2,2500,"64 East 86th St #10b, New York, NY 10028, USA",New York,10028,New York County,New York,86th St,40.7804508,-73.9582141
4128,Corcoran SoHo,House for sale,7188000,3,3,4108,"60 Warren St FL 3, New York, NY 10007, USA",New York,10007,New York County,New York,Warren St,40.7150155,-74.0093372
4129,Avenues - Headquarters,Townhouse for sale,1500000,14,7,6375,"797 Fairmount Pl, Bronx, NY 10460, USA",New York,10460,Bronx County,Bronx,Fairmount Pl,40.8426571,-73.8884167
4130,Keller Williams NYC,Co-op for sale,999000,1,1,2184,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,Prospect Park W,40.6698886,-73.9726587
4131,E Realty International Corp,Condo for sale,799000,2,2,868,"214-11 35th Ave #3a, Bayside, NY 11361, USA",New York,11361,Queens County,Bayside,35th Ave,40.7696789,-73.772159
4132,Chase Global Realty Corp,Condo for sale,699000,1,1,2184,"Parking lot, 40-22 61st St #2, Flushing, NY 11377, USA",New York,11377,Queens County,Woodside,61st St,40.7441863,-73.9037635
4133,COMPASS,Co-op for sale,940000,2,1,2184,"401 E 74th St #14a, New York, NY 10021, USA",New York,10021,New York County,New York,74th St,40.7689684,-73.9543121
4134,Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,3460000,2,2,2484,"168 Plymouth St, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Plymouth St,40.7037221,-73.9870968
4135,COMPASS,Condo for sale,1395000,2,2,2184,"233 East 86th St #14c, New York, NY 10028, USA",New York,10028,New York County,New York,86th St,40.778484,-73.9524912
4136,Joseph Baratta & Company Realty,House for sale,629000,3,2,1575,"3312 Paulding Ave, Bronx, NY 10469, USA",New York,10469,Bronx County,Bronx,Paulding Ave,40.8734881,-73.8582333
4137,Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,2850000,4,2,1725,"343 Prospect Ave, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,Prospect Ave,40.6622005,-73.9869853
4138,Keller Williams NYC,Co-op for sale,999000,1,1,2184,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,Prospect Park W,40.6698886,-73.9726587
4139,Avenues - Headquarters,Townhouse for sale,1500000,14,7,6375,"797 Fairmount Pl, Bronx, NY 10460, USA",New York,10460,Bronx County,Bronx,Fairmount Pl,40.8426571,-73.8884167
4140,COMPASS,Co-op for sale,940000,2,1,2184,"401 E 74th St #14a, New York, NY 10021, USA",New York,10021,New York County,New York,74th St,40.7689684,-73.9543121
4141,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2995000,3,4,2184,"24 Central Park S # 3e, New York, NY 10019, USA",New York,10019,New York County,New York,Central Park S,40.7703005,-73.9804715
4142,Douglas Elliman - 575 Madison Ave,Co-op for sale,2750000,2,2,2184,"1 E 66th St #2a, New York, NY 10065, USA",New York,10065,New York County,New York,66th St,40.7687082,-73.9694439
4143,COMPASS,Townhouse for sale,1100000,9,3,3944,"1829 Topping Ave, Bronx, NY 10457, USA",New York,10457,Bronx County,Bronx,Topping Ave,40.8473585,-73.9057344
4144,COMPASS,Co-op for sale,1395000,2,2,2184,"45 E 72nd St #8b, New York, NY 10021, USA",New York,10021,New York County,New York,72nd St,40.7716485,-73.9646206
4145,"BEN BAY REALTY, CO.",Pending,599000,3,3,1392,"245 Doane Ave, Staten Island, NY 10308, USA",New York,10308,Richmond County,Staten Island,Doane Ave,40.5556599,-74.1550879
4146,COMPASS,Condo for sale,1395000,2,2,2184,"233 East 86th St #14c, New York, NY 10028, USA",New York,10028,New York County,New York,86th St,40.778484,-73.9524912
4147,Crifasi Real Estate Inc,Multi-family home for sale,1049000,6,2,2184,"75-21 67th Rd, Flushing, NY 11379, USA",New York,11379,Queens County,Middle Village,67th Rd,40.7124648,-73.8767192
4148,Corcoran East Side,Condo for sale,4250000,2,2,1778,"15 Hudson Yards #34a, New York, NY 10001, USA",New York,10001,New York County,New York,Hudson Yards,40.7537586,-74.003221
4149,Corcoran Chelsea/Flatiron,Co-op for sale,925000,3,2,1700,"205 E 63rd St #6b, New York, NY 10065, USA",New York,10065,New York County,New York,63rd St,40.7640501,-73.964336
4150,MNS,Condo for sale,1695000,2,2,1035,"526 Union Ave Ph 1, Brooklyn, NY 11211, USA",New York,11211,Kings County,Brooklyn,Union Ave,40.7163702,-73.9515728
4151,B Square Realty,Condo for sale,599000,1,1,958,"37-32 89th St #1a, Queens, NY 11372, USA",New York,11372,Queens County,Jackson Heights,89th St,40.7494499,-73.8778676
4152,Douglas Elliman - 575 Madison Ave,Co-op for sale,1250000,2,2,1350,"860 5th Ave #7f, New York, NY 10065, USA",New York,10065,New York County,New York,5th Ave,40.7695956,-73.9688773
4153,Corcoran SoHo,Condo for sale,610000,3,2,923,"55 Greene Ave #2b, Brooklyn, NY 11238, USA",New York,11238,Kings County,Brooklyn,Greene Ave,40.6863077,-73.9709274
4154,Excellent Realty Llc,Multi-family home for sale,2299000,8,5,2700,"204-20 46th Ave, Queens, NY 11361, USA",New York,11361,Queens County,Bayside,46th Ave,40.7556144,-73.777277
4155,Carina Realty Inc,House for sale,1350000,3,2,2184,"219 E 115th St, New York, NY 10029, USA",New York,10029,New York County,New York,115th St,40.7970316,-73.9395297
4156,Douglas Elliman  -111 Fifth Ave,Co-op for sale,2395000,4,4,3600,"870 United Nations Plaza Apt 31b, New York, NY 10017, USA",New York,10017,New York County,New York,United Plaza,40.7491926,-73.9695417
4157,MQ Realty - M Q Realty,House for sale,3750000,13,8,2184,"37-02 31st Ave, Long Island City, NY 11103, USA",New York,11103,Queens County,Astoria,31st Ave,40.7618536,-73.9187072
4158,Chase Global Realty Corp,Condo for sale,1080000,2,2,1545,"14- 50 110th St #301, College Point, NY 11356, USA",New York,11356,Queens County,College Point,110th St,40.7841243,-73.8569018
4159,TDMT - The Development Marketing Team,Pending,450000,2,1,2184,"256 S 4th St Apartment 6, Brooklyn, NY 11211, USA",New York,11211,Kings County,Brooklyn,4th St,40.709819,-73.957902
4160,"Marlin Realty, Inc.",Multi-family home for sale,2250000,10,2,5200,"1102 Ovington Ave, Brooklyn, NY 11219, USA",New York,11219,Kings County,Brooklyn,Ovington Ave,40.6266296,-74.0077129
4161,Royal House Realty Inc,Co-op for sale,588888,3,2,1150,"97-37 63rd Rd #9e, Rego Park, NY 11374, USA",New York,11374,Queens County,Rego Park,63rd Rd,40.7318958,-73.8599645
4162,Affordable Realty Corp,Co-op for sale,279000,2,1,2184,"16010 89th Ave Apt 15l, Jamaica, NY 11432, USA",New York,11432,Queens County,Jamaica,89th Ave,40.7063799,-73.79996
4163,Corcoran Park Avenue South,Condo for sale,1199000,2,1,1080,"9511 Shore Rd APT 602, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Shore Rd,40.6163434,-74.0377889
4164,Charmed Realty,House for sale,1390000,3,2,1276,"3401 Fort Independence St, Bronx, NY 10463, USA",New York,10463,Bronx County,Bronx,Fort St,40.8807227,-73.8993457
4165,BROOKLYN`S 4 U REALTY,Multi-family home for sale,1150000,6,3,2400,"1240 E 48th St, Brooklyn, NY 11234, USA",New York,11234,Kings County,Brooklyn,48th St,40.6309272,-73.9303563
4166,Corcoran West Side,Co-op for sale,6350000,4,4,2184,"230 Central Park W #3a, New York, NY 10024, USA",New York,10024,New York County,New York,Central Park W,40.7836703,-73.9709274
4167,Andrew Lichtenstein Inc,Condo for sale,650000,2,2,1013,"3625 Oxford Ave #6b, Bronx, NY 10463, USA",New York,10463,Bronx County,Bronx,Oxford Ave,40.8870567,-73.908722
4168,Coldwell Banker Labarca,House for sale,599999,3,2,1340,"524 Thomas S Boyland St, Brooklyn, NY 11212, USA",New York,11212,Kings County,Brooklyn,Thomas St,40.6677486,-73.9134481
4169,Coldwell Banker Realty,Co-op for sale,395000,2,1,950,"5900 Arlington Ave #5h, Bronx, NY 10471, USA",New York,10471,Bronx County,Bronx,Arlington Ave,40.909252,-73.905421
4170,O Kane Realty,Co-op for sale,299000,1,1,700,"33-15 81st St #4d, Flushing, NY 11372, USA",New York,11372,Queens County,Jackson Heights,81st St,40.7547282,-73.8859706
4171,Cruz Network Cruse Realty,Condo for sale,549000,2,2,1113,"85-09 151st Ave #1h, Howard Beach, NY 11414, USA",New York,11414,Queens County,Howard Beach,151st Ave,40.6687898,-73.8494942
4172,Douglas Elliman - 575 Madison Ave,Condo for sale,1350000,2,2,1066,"460 Manhattan Ave #2b, Brooklyn, NY 11222, USA",New York,11222,Kings County,Brooklyn,Manhattan Ave,40.7200818,-73.9473654
4173,Winzone Realty Inc,Condo for sale,499000,1,1,571,"52-16 Roosevelt Ave #3a, Flushing, NY 11377, USA",New York,11377,Queens County,Woodside,Roosevelt Ave,40.7440779,-73.9118986
4174,"Nest Seekers International, Midtown",Condo for sale,1351242,2,2,1026,"3 Ct Square W Ph 403, Long Island City, NY 11101, USA",New York,11101,Queens County,Long Island City,Court Square W,40.747963,-73.944456
4175,Corcoran Park Slope,Co-op for sale,249000,2,1,830,"2547 W 2nd St #2j, Brooklyn, NY 11223, USA",New York,11223,Kings County,Brooklyn,2nd St,40.5871568,-73.9709274
4176,COMPASS,Condo for sale,479000,1,2,1096,"44 Euclid Ave #1a, Brooklyn, NY 11208, USA",New York,11208,Kings County,Brooklyn,Euclid Ave,40.6874842,-73.8754674
4177,J. Sikar Realty,Condo for sale,1899000,3,2,1757,"65 Oceana Dr E #8d, Brooklyn, NY 11235, USA",New York,11235,Kings County,Brooklyn,Oceana Dr,40.5769367,-73.9570143
4178,KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,275000,1,1,694,"8515 Main St Apt 12e, Jamaica, NY 11435, USA",New York,11435,Queens County,Jamaica,Main St,40.7102499,-73.81917
4179,COMPASS,Condo for sale,2150000,2,2,1711,"243 W 60th St #5b, New York, NY 10023, USA",New York,10023,New York County,New York,60th St,40.771979,-73.9889567
4180,Corcoran East Side,Co-op for sale,1999000,3,3,1950,"1192 Park Ave #5d, New York, NY 10128, USA",New York,10128,New York County,New York,Park Ave,40.7851745,-73.9538945
4181,Connie Profaci Realty,House for sale,1588000,5,2,2580,"8407 15th Ave, Brooklyn, NY 11228, USA",New York,11228,Kings County,Brooklyn,15th Ave,40.6122575,-74.0082788
4182,Keller Williams NYC,Townhouse for sale,3200000,7,4,2976,"140 Hoyt St, Brooklyn, NY 11217, USA",New York,11217,Kings County,Brooklyn,Hoyt St,40.6861131,-73.9882714
4183,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,1999000,2,2,2184,"969 Park Ave #12b, New York, NY 10028, USA",New York,10028,New York County,New York,Park Ave,40.7776874,-73.9585526
4184,"Nest Seekers International, Long Island",Condo for sale,1745000,2,2,1574,"2728 Thomson Ave UNIT 422, Long Island City, NY 11101, USA",New York,11101,Queens County,Long Island City,Thomson Ave,40.7457551,-73.9417456
4185,Ashford Homes,House for sale,1488000,3,2,2886,"141 Beacon Ave, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Beacon Ave,40.5792773,-74.1211285
4186,BHHS New York Properties,Condo for sale,1494000,1,2,1444,"507 E 80th St #1r, New York, NY 10075, USA",New York,10075,New York County,New York,80th St,40.7719269,-73.949189
4187,REALHome Services & Solutions,Multi-family home for sale,1108900,6,2,2664,"626 Ovington Ave, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Ovington Ave,40.63089,-74.018305
4188,JABOUR REALTY COMPANY,Multi-family home for sale,3200000,3,4,3040,"405 Sackett St, Brooklyn, NY 11231, USA",New York,11231,Kings County,Brooklyn,Sackett St,40.6817403,-73.9916448
4189,Momentum Real Estate Llc,House for sale,650000,3,2,1110,"64 Baltic Ave, Staten Island, NY 10304, USA",New York,10304,Richmond County,Staten Island,Baltic Ave,40.6057728,-74.0906176
4190,COMPASS,Townhouse for sale,2050000,12,8,8049,"732 Prospect Pl, Brooklyn, NY 11216, USA",New York,11216,Kings County,Brooklyn,Prospect Pl,40.6743116,-73.9522812
4191,"BEN BAY REALTY, CO.",Multi-family home for sale,1998000,19,8,5890,"1902 8th Ave, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,8th Ave,40.6585481,-73.9859643
4192,Coldwell Banker Advantage,House for sale,1250000,5,4,2755,"17 Lansing St, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Lansing St,40.5923372,-74.0687941
